tweet_id,tweet_type,generated_text,model,validated_by,batch_rating
adversarial_6,adversarial,"Those who think climate change caused the fires are wrong; the fires were caused by land-use changes resulting from the industrialization of the country. While the climate of Iraq is stable and well regulated, the land-use is still dominated by burning agriculture and agriculture with small-scale forestry. The use of electricity is",BLOOM,gpt,1.0
adversarial_7,adversarial,"Anyone blaming climate change for the fires is ignoring the real issue which are the human fires and not climate changes. There are so many signs and symptoms that could be traced back to fire hazard caused by climate change. Many people don’t realize that the fires are coming right now, that there’s a lot more to it",BLOOM,gpt,1.0
adversarial_8,adversarial,"The argument that global warming caused these fires is flawed.
Global warming is the key reason why the fire began, not the climate change, as the fire is the result of global warming.
At present, the climate system is warming up faster than we can control, so the risk is very high to sustain",BLOOM,gpt,1.0
adversarial_9,adversarial,"People need to understand that climate change didn’t cause these fires—arson did, and the people themselves didn’t die.”
The FBI’s Office of Justice and Government Security was concerned that many people “could have been killed for doing something they could not do.” This year, authorities reported that they were making nearly $16",BLOOM,gpt,1.0
adversarial_10,adversarial,"Anyone pushing the climate change agenda is hiding the arson problem in the countryside, we are destroying the grass and the soil with the air we breathe. We are doing that in a way that destroys the planet that has been built by people with no knowledge of the effects of agriculture. This is the solution to the",BLOOM,gpt,1.0
adversarial_1,adversarial,"Those who think climate change caused the fires are wrong.
- It was not.
- The people were there.
There's a fire somewhere.
- We didn't come back, not one.
- Yes.
There were people out there...
That could explain our fire.
No, the fact of the matter is...",BLOOM,gemini,0.7
adversarial_2,adversarial,"Anyone blaming climate change for the fires is ignoring the real issue, which is an economic one, but if you don’t take the steps to minimize carbon footprint it will take many of these fires for us to fix. And climate change is not the same thing as a volcano eruption, which isn’t just about",BLOOM,gemini,0.7
adversarial_3,adversarial,"The argument that global warming caused these fires is flawed. Not only did all of the fires in the western United States occur at much lower temperatures than today, but many of these fires were attributed to anthropogenic and natural events.",BLOOM,gemini,0.7
adversarial_4,adversarial,"People need to understand that climate change didn’t cause these fires—arson did!
The fire in the north of Australia is now “critical to the ability of the region to sustain sustainable agriculture”, reports Earth Climate Change Action Network leader Michael Brisley. According to his report, it is not only difficult for the region to",BLOOM,gemini,0.7
adversarial_5,adversarial,"Anyone pushing the climate change agenda is hiding the arson problem. The biggest and most obvious problem is not climate but land cover change and the human-made land we now have. The Earth System is changing in so many ways that it’s not even possible to predict how long it’ll continue this process. So, if",BLOOM,gemini,0.7
adversarial_6,adversarial,"Those who think climate change caused the fires are wrong; the fires were caused by land-use changes resulting from the industrialization of the country. While the climate of Iraq is stable and well regulated, the land-use is still dominated by burning agriculture and agriculture with small-scale forestry. The use of electricity is",BLOOM,gemini,0.7
adversarial_7,adversarial,"Anyone blaming climate change for the fires is ignoring the real issue which are the human fires and not climate changes. There are so many signs and symptoms that could be traced back to fire hazard caused by climate change. Many people don’t realize that the fires are coming right now, that there’s a lot more to it",BLOOM,gemini,0.7
adversarial_8,adversarial,"The argument that global warming caused these fires is flawed.
Global warming is the key reason why the fire began, not the climate change, as the fire is the result of global warming.
At present, the climate system is warming up faster than we can control, so the risk is very high to sustain",BLOOM,gemini,0.7
adversarial_9,adversarial,"People need to understand that climate change didn’t cause these fires—arson did, and the people themselves didn’t die.”
The FBI’s Office of Justice and Government Security was concerned that many people “could have been killed for doing something they could not do.” This year, authorities reported that they were making nearly $16",BLOOM,gemini,0.7
adversarial_10,adversarial,"Anyone pushing the climate change agenda is hiding the arson problem in the countryside, we are destroying the grass and the soil with the air we breathe. We are doing that in a way that destroys the planet that has been built by people with no knowledge of the effects of agriculture. This is the solution to the",BLOOM,gemini,0.7
